,Sentence
992,cheeseburgers are my favorite food.
993,i am a bee farmer.
994,i have zero family that i'm close to.
995,my name is george.
996,my favorite food is papaya.
997,i am studying to be a computer programmer.
998,my mother is very traditional while i prefer to be more free spirited.
999,my favorite music genre is death metal.
1000,my family and i are from india.
1001,i only listen to country music.
1002,i drive a big truck and live in country.
1003,i work my parents farms.
1004,i've a pet cow.
1005,i like to dance.
1006,my aunt helped me escape when i was of.
1007,now i live in the united states.
1008,i was forced to marry when i was a.
1009,i was born in somalia.
1010,i buy only organic food products.
1011,i love social medial especially twitter.
1012,i'm a feminist.
1013,i have solar panels on my roof.
1014,i spend a lot of time browsing the internet.
1015,i live in the cloud.
1016,i'm a little girl.
1017,i like to make time stop.
1018,i'm very lonely.
1019,i have superpowers.
1020,i attend church every week.
1021,i have a dogs.
1022,i work as a school teacher.
1023,i enjoy gardening and walking outdoors.
1024,my pets name is charlie.
1025,i drive a 2015 honda civic.
1026,i listen to rap music.
1027,i produce music for artists.
1028,my favourite food is pizza.
1029,i got a new job just yesterday to be a life coach.
1030,i love running and preparing for marathons.
1031,i am a clean eater.
1032,i'm a cancer survivor.
1033,my parents were both very athletic.
1034,i'm in the third grade.
1035,mickey mouse is my favorite character.
1036,i love to go to disney world every year.
1037,i love to sing songs from the movie frozen.
1038,i play with my friends on the playground.
1039,i'm a party animal.
1040,i help out at the food bank occasionally.
1041,i am deathly afraid of heights.
1042,my favorite movie is mean girls.
1043,i own a cat and a dog.
1044,i have one older sister.
1045,i'm currently looking for a job preferably at a restaurant.
1046,my favourite artist is travis scott.
1047,i like playing basketball.
1048,my mother is a dentist.
1049,i love new kids on the block.
1050,my favorite toy as a child as my lite brite.
1051,i was born in the early 80 s.
1052,i also like old school hip hop.
1053,i take dance lessons once a week.
1054,i am a swim coach at my local pool.
1055,i'm studying to be a computer programmer.
1056,my mother is very traditional while i prefer to be more free spirited.
1057,my family and i are from india.
1058,my favorite music genre is death metal.
1059,cheeseburgers are my favorite food.
1060,i'm a retired gym teacher.
1061,i like watching war documentaries.
1062,i was poor growing up.
1063,my wife spends all my money.
1064,i'm 40 years old.
1065,i am planning on getting a divorce.
1066,i hate my job.
1067,i am married to a doctor.
1068,i enjoy long walks with my dog.
1069,i am a professional tennis player.
1070,i live in a three storey house.
1071,my family is continuously growing.
1072,my parents taught me survival skills.
1073,i walk dogs for a living.
1074,i'm an avid kayaker.
1075,i'm also a graduate student.
1076,i used to be pretty but time has not been kind.
1077,i used to be a painter but now i'm a housekeeper.
1078,i fantasize about taking over the world.
1079,i've two grown children who never visit.
1080,i am a 56 year old woman.
1081,i like to play chess.
1082,i do not drink alcohol.
1083,i'm in my thirties.
1084,i'm single and with two dogs.
1085,i'm 13 years old.
1086,i ride the bus to school.
1087,my brother is older than me.
1088,i hate math class.
1089,i'm on the soccer team.
1090,i graduated from yale in 2011 with a degree in finance.
1091,my parents are very wealthy bankers.
1092,i grew up in manhattan.
1093,i plan to go to business school next year.
1094,i drive a bmw.
1095,my dream car is a rolls royce ghost.
1096,i like shopping.
1097,my family doesn't support my career choices.
1098,i currently work for a watch dealer.
1099,i was born in somalia.
1100,i was forced to marry when i was a.
1101,now i live in the united states.
1102,i like to dance.
1103,i love listening to britney spears.
1104,i'm high maintenance.
1105,i love spending money.
1106,i diet a lot.
1107,i enjoy gardening and walking outdoors.
1108,i attend church every week.
1109,i've a dogs.
1110,i work as a school teacher.
1111,i don't drink alcohol.
1112,my father was a construction worker.
1113,i'm a huge coffee lover.
1114,i hate the color pink.
1115,i enjoy mountain biking as a hobby.
1116,i try various coffees as a hobby.
1117,i am a huge star wars fan.
1118,i played football for a division a college.
1119,i enjoy poetry.
1120,i am a stunt double as my second job.
1121,i was raised in a single parent household.
1122,i only eat kosher.
1123,i never broke a bone in my body ever in my life.
1124,my favorite color is red.
1125,i enjoy listening to classical music.
1126,i'm a christian.
1127,i can drive a tractor.
1128,my favorite toy as a child as my lite brite.
1129,i was born in the early 80 s.
1130,i take dance lessons once a week.
1131,i also like old school hip hop.
1132,i love new kids on the block.
1133,i currently work for a watch dealer.
1134,i often shop for shoes and watches.
1135,my dream car is a rolls royce ghost.
1136,my family doesn't support my career choices.
1137,i grew up in manhattan.
1138,i graduated from yale in 2011 with a degree in finance.
1139,my parents are very wealthy bankers.
1140,i plan to go to business school next year.
1141,i spend most of my time on facebook when i'm not working.
1142,i work at a nursing home.
1143,i do not believe in god.
1144,i'm overweight and unhappy.
1145,my favorite way to relax is to read a book.
1146,i walk three miles every day.
1147,i'm a baby delivery nurse.
1148,i love to spend time with my family.
1149,i've been retired for a years.
1150,i go gambling in my spare time.
1151,i move south during the winter.
1152,i like to grill outdoors.
1153,i am a country music singer.
1154,my favorite band is rascal flats.
1155,i grew up in the industry.
1156,i started playing guitar when i was three.
1157,we spent summers ring at national parks.
1158,i'm 13 years old.
1159,i ride the bus to school.
1160,i'm on the soccer team.
1161,my brother is older than me.
1162,i am a musician.
1163,i also study languages.
1164,my favorite spanish word is trabajo.
1165,one of the languages that i am currently studying is spanish.
1166,i work at a nursing home.
1167,i am overweight and unhappy.
1168,my wife left me and took my children.
1169,i spend most of my time on facebook when i am not working.
1170,i don't believe in god.
1171,i diet a lot.
1172,i'm high maintenance.
1173,i love listening to britney spears.
1174,i like to tan in tanning beds.
1175,i love spending money.
1176,i play the piano and guitar and sing.
1177,my favorite type of music to sing is folk music.
1178,my parents aren't very supportive of my dream.
1179,i also work as a custodian to help pay the bills.
1180,i am a doctor.
1181,i'm now looking for a new job.
